,Unnamed: 0,rating,reviewContent,clean_teks
0,0,5,bagus  mantap dah sesui pesanan,bagus mantap sesui pesan
1,1,4,"Bagus, sesuai foto",bagus sesuai foto
2,2,5,okkkkk mantaaaaaaapppp ... goood,okkkkk mantaaaaaaapppp goood
3,3,4,bagus sesuai,bagus sesuai
4,4,5,nan,nan
5,5,5,nan,nan
6,6,5,nan,nan
7,7,1,bima,bima
8,8,1,baru 10 bulan layarnya dah bergaris,layar gar
9,9,5,"Pesan rabu sore,minggu sore sampe,,barang sesuai specs mantab,tks lazada",pesan rabu soreminggu sore sampebarang sesuai specs mantabtks lazada
10,10,5,nan,nan
11,11,1,"Mau tanya ini cicilnya pake apa ya,cc bkn?",cicil pakai yacc
12,12,5,Apakah TV. Tsb. Suda ada anti gores..,televisi suda anti gores
13,13,1,Pengirim barang tidak sesuai janji. Katanya express 1 hari. Dari hari jumat barang sampai hari rabu. SeMoga barangnya awet saja.,kirim barang sesuai janji express jumat barang rabu moga barang awet
14,14,4,Kualitas ok,kualitas ok
15,15,1,"Bagaimana tv LED saya merek Sharp 24 hitam LC 24LE170i sekarang mati total baru 2 bln kemana saya harus menghubungi dan meminta bantuan mohon kebijakan dan solusinya ,, so,alnya masih garansi kepada pihak lazada saya mohon bantuannya terimakasih!!!",televisi led merek sharp hitam lc lei mati total mana hubung bantu mohon bijak solusi garansi lazada mohon bantu terimakasih
16,16,3,Pengiriman super lama.. tapi datang juga sich,kirim super sich
17,17,5,ok barang sampai dengan Baik.. smoga terus di pertahankan...,ok barang moga tahan
18,18,5,nan,nan
19,19,3,nan,nan
20,20,5,nan,nan
21,21,5,Kalau mau cicilan gmna cra nya??,cicil cra nya
22,22,5,barang sudah sampai dan bagus thanks lazada,barang bagus terimakasih lazada
23,23,5,Pengiriman cepat sipplahhh.......,kirim cepat sipplahhh
24,24,5,Sampe Sekarang masih Ok ne laptop...,ok ne laptop
25,25,5,nan,nan
26,26,3,nan,nan
27,27,5,nan,nan
28,28,5,nan,nan
29,29,5,Pengiriman cepat..  Packaging good..  Barang oke. Thnks seller Thnks Lazada,kirim cepat packaging good barang oke thnks jual thnks lazada
30,30,5,"Barang diterima dengan selamat.. Produk sesuai dengan deskripsi.. Barang nyape 3 hari ke pekanbaru,riau.. Terimakasih lazada dan kotakom pucang, laptopnya mantap..",barang terima selamat produk sesuai deskripsi barang nyape pekanbaruriau terimakasih lazada kotakom pucang laptop mantap
31,31,5,nan,nan
32,32,5,"Senang belanja disini,pelayanan oke,barang sesuai ekspektasi..order senin hari selasa malam udah nyampe + di settingin sxan sama kurirnya...pokoknya top deh..thanks Lazada",senang belanja disinipelayanan okebarang sesuai ekspektasiorder senin selasa malam settingin sxan kurirnyapokoknya top dehthanks lazada
33,33,4,belum test barangnya,test barang
34,34,1,Sudah cape2 transfer tapi pesanan ditolak,capek transfer pesan tolak
35,35,5,nan,nan
36,36,3,nan,nan
37,37,5,nan,nan
38,38,5,nan,nan
39,39,5,nan,nan
40,40,4,nan,nan
41,41,4,nan,nan
42,42,5,"Barang Ok, kualitas bagus dengan harga yg cukup miring, kualitas gambar juga ok, pengiriman lumayan, ga nyesel pokonya beli TV ini",barang ok kualitas bagus harga miring kualitas gambar ok kirim lumayan sesal poko beli televisi
43,43,5,Saya minat tapi kalau dikirim ke Gresik Jawa Timur bisa gak? Klo dr info pengiriman bebas tapi takut gk sampai.. Dan tanya apa ini sdh full HD apa blm? Terima kasih,minat kirim gresik jawa timur informasi kirim bebas takut full hd terima kasih
44,44,5,nan,nan
45,45,4,Pengn tivinya,pengn tivinya
46,46,5,nan,nan
47,47,5,Mantapppp barang nya,mantapppp barang nya
48,48,3,Barang mulusss mantapppppp,barang mulusss mantapppppp
49,49,5,nan,nan
50,50,1,"Laptop ini memiliki spesifikasi yang bagus dan harga yang terjangkau, namun pada tab spesifikasi utama produk itu emang intel core i5 atau salah buat? Di judul dikatakan core i7",laptop milik spesifikasi bagus harga jangkau tab spesifikasi utama produk emang intel core i salah judul core i
51,51,5,"Barang sampai dengan aman. Kemampuan laptop sesuai dengan yang di iklankan. Hanya saja, laptop datang dengan DOS sehingga harus di install sendiri windows nya. Overall, it's worth the money.",barang aman mampu laptop sesuai iklan laptop dos install windows nya overall its worth the uang
52,52,5,Barang sampai 2 hari dengan selamat dan sesuai deskripsi,barang selamat sesuai deskripsi
53,53,5,Harga sangat murah mantep banget,harga murah mantap banget
54,54,3,Murah banget itu enga salah kasih harga tau2 nati salah kasi info barang nya,murah banget enga salah kasih harga tau nati salah kasih informasi barang nya
55,55,1,Barang udah sampai tapi pas dinyalain g bisa. Gmn pertanggung jawaban lazada?,barang pas dinyalain tanggung lazada
56,56,5,nan,nan
57,57,5,nan,nan
58,58,4,Klo dp1jt tanpa kartu kredit bisa gk? Brp bln pembayarannya dan sebulannya brp? -TerimaKsh,dpjt kartu kredit bayar bulan terimaksh
59,59,1,untuk pemasangan di tembok apa ad pihak dari lazada yg memasang'a ? terima kasih,pasang tembok lazada memasanga terima kasih
60,60,5,nan,nan
61,61,5,"Kapasitas HDD asli 1 TB, dan tanpa ada lecet di saat saya pertama kali membuka bungkus bubble nya",kapasitas hdd asli tb lecet kali buka bungkus bubble nya
62,62,5,barang sesuai dengan gambar,barang sesuai gambar
63,63,4,"HD diterima dg packing bubble bagus, hanya tidak tertulis, barang elektronik, atw keterangan lain, agar penanganan lebih hati2 dan istimewa, ketika paket dalam perjalanan. Finally, 4bintang lhah...",hd terima packing bubble bagus tulis barang elektronik terang tangan hati istimewa paket jalan bintang lhah
64,64,5,"Mantap gan Barang sampai dengan selamat , Packing rapih , pokok Mantap lah !",mantap juragan barang selamat packing rapih pokok mantap
65,65,5,nan,nan
66,66,5,nan,nan
67,67,5,Oke,oke
68,68,5,"Saya sangat puas dengan barang.nya, kualitas barang sangat membantu HDD saya apabila jatuh dari atas, dan pengiriman rapi gk ada lecet kasih bintang 5 :) Dan Saya sangat tidak puas dengan peng",puas barang kualitas barang bantu hdd jatuh kirim rapi lecet kasih bintang puas peng
69,69,4,Barang diterima dengan kondisi yang baik tapi packagingnya kurang,barang terima kondisi packagingnya
70,70,5,"Suka banget sama barangnya packing nya rapi, pokoknya recomended banget buat kalian yg mau beli tas hardisk dengan kulitas bagus yah di sini",suka banget barang packing nya rapi pokok recomended banget beli tas hardisk kulitas bagus yah
71,71,5,nan,nan
72,72,5,nan,nan
73,73,5,nan,nan
74,74,5,"Flashdisk ori, Packing bagus. Saya suka.Thx",flashdisk original packing bagus sukathx
75,75,5,aman cepat pula,aman cepat
76,76,5,nan,nan
77,77,4,Bagus ori kok cuma hanya aja 58 gb:( klo 63 gpp hilang 1 gb,bagus original gb tidak-apa-apa hilang gb
78,78,1,kapasitasy kurang bagusss aturany klw kosong g bnyakkk firusss tpi nieh bnyakkk firusss sangat kecewe,kapasitasy bagusss aturany kosong bnyakkk firusss nieh bnyakkk firusss kecewe
79,79,5,"Baguss bangett kurir nya jga ramah, cakep pula wkwk. Ini 64gb tp cmn 58 sekian gb tp gpp lah yah... Pokok nya recomended deh....",baguss bangett kurir nya ramah cakep wkwk gb cmn sekian gb tidak-apa-apa yah pokok nya recomended deh
80,80,5,produk dah sampai kemasan rapih pengiriman cepat barang  bagus pembayaran cod tidak perlu diragukan lagi 👍👍,produk kemas rapih kirim cepat barang bagus bayar bayar kirim ragu
81,81,5,barangnya bagus banget.. sesuai dengan gambar dn deskripsi.. pengiriman cepat.. bagus dn recomended bangt..👍,barang bagus banget sesuai gambar deskripsi kirim cepat bagus recomended bangt
82,82,5,"packing tanpa bubble warp. fisik no minus. Cuma 58 GB, bukan 64. ya lumayan",packing bubble warp fisik nomor minus gb ya lumayan
83,83,5,barang ok .. packing Rapii .. Kurir nya Ramahh .. Puass ..,barang ok packing rapi kurir nya ramahh puass
84,84,5,produk original mantap semoga awet,produk original mantap moga awet
85,85,5,baik. sesuai ekspektasi.,sesuai ekspektasi
86,86,5,👍👍👍,
87,87,5,nan,nan
88,88,4,nan,nan
89,89,5,nan,nan
90,90,5,nan,nan
91,91,5,nan,nan
92,92,5,nan,nan
93,93,5,nan,nan
94,94,5,Barang nya oke makasih,barang nya oke terimakasih
95,95,5,Tumben ninja cepat pengirimannya,tumben ninja cepat kirim
96,96,5,nan,nan
97,97,5,barang asli dan original terimakasih maju terus toko jet store,barang asli original terimakasih maju toko jet store
98,98,5,"Flashdisk nya bagus, sesuai picture, barang cepat sampai, kurir ramah",flashdisk nya bagus sesuai gambar barang cepat kurir ramah
99,99,5,oke... mudah2an awet dan ga crash belum sempet d coba,oke mudah awet crash sempet d coba
100,100,5,kapasitas cumA 58 gb ajaaaaa....  huft...,kapasitas gb ajaaaaa huft
101,101,4,katanya 64 GB nyatanya cuman 58 GB,gb gb
102,102,5,"thks ya barang sdh sampai,smga cocok",thks ya barang sampaismga cocok
103,103,5,siippp...thank lazada,siipppthank lazada
104,104,5,udah di trima ...barang OK Moga awet...,trima barang ok moga awet
105,105,5,josss tenan,josss tenan
106,106,5,nan,nan
107,107,5,nan,nan
108,108,5,nan,nan
109,109,5,nan,nan
110,110,5,nan,nan
111,111,5,"Ini ori, bagus tahan lama masih saya pake",original bagus tahan pakai
112,112,1,kampret kaga kebaca!!,kampret baca
113,113,5,nan,nan
114,114,5,nan,nan
115,115,5,nan,nan
116,116,5,barang bagus quick respon hari ini pesan besok sudah sampai,barang bagus quick respon pesan besok
117,117,4,nan,nan
118,118,4,nan,nan
119,119,5,brang cukup bagus,brang bagus
120,120,5,nan,nan
121,121,5,nan,nan
122,122,5,nan,nan
123,123,5,nan,nan
124,124,3,nan,nan
125,125,5,Sip mantap,sip mantap
126,126,5,nan,nan
127,127,5,nan,nan
128,128,5,nan,nan
129,129,5,nan,nan
130,130,5,nan,nan
131,131,5,nan,nan
132,132,5,nan,nan
133,133,5,nan,nan
134,134,5,nan,nan
135,135,5,nan,nan
136,136,5,nan,nan
137,137,5,nan,nan
138,138,5,bagus ori!,bagus original
139,139,5,nan,nan
140,140,5,nan,nan
141,141,5,nan,nan
142,142,5,nan,nan
143,143,5,nan,nan
144,144,5,nan,nan
145,145,5,nan,nan
146,146,5,nan,nan
147,147,5,nan,nan
148,148,5,nan,nan
149,149,5,real good,real good
150,150,5,nan,nan
151,151,3,nan,nan
152,152,3,nan,nan
153,153,5,nan,nan
154,154,5,nan,nan
155,155,5,bagus,bagus
156,156,5,nan,nan
157,157,5,good,good
158,158,5,nan,nan
159,159,5,nan,nan
160,160,5,nan,nan
161,161,5,nan,nan
162,162,3,nan,nan
163,163,5,nan,nan
164,164,5,nan,nan
165,165,5,nan,nan
166,166,2,nan,nan
167,167,2,"pengiriman sangat lama, tgl 19 di pesan, tgl 22 barang baru dikemas, tgl 23 baru diambil ekspedisi, tgl 25 baru sampai. Masih dijabotabek tapi lama.",kirim tanggal pesan tanggal barang kemas tanggal ambil ekspedisi tanggal dijabotabek
168,168,1,"barang tanpa kemasan, tanpa pelindung apapun, hanya dus tv saja, liat dusnya sobek dikit sudah mulai curiga, kayaknya pecah ini, eeeeellllaaaa pas dibuka pecah beneran, BAD SELLER, BENER BENER BAD SELLER MAU UNTUNG AJA, tanpa peduli keadaan produk , kalo gak ada untung n pelit pakingan ya jgn jualan ....barang sudah retur , mudah mudahan barangnya cepat di kirim lg d",barang kemas lindung apa dus televisi lihat dus sobek curiga kayak pecah eeeeellllaaaa pas buka pecah beneran bad jual bener bener bad jual untung peduli produk untung n pelit paking ya jual barang retur mudah mudah barang cepat kirim d
169,169,4,"Barang diterima pada hari akhir yg dijadwalkan, yaitu malam hari. Kondisi barang terlindungi dengan packing bawaan unit.  Kualitas unit adalah kualitas Sharp. Semoga awet. Bila unit ini dikirim dari gudang Lazada di Bogor, mestinya bisa lebih cpt tiba, bukan pada hari akhir yg dijadwalkan karena alamat tujuan juga di Bogor.",barang terima jadwal malam kondisi barang lindung packing bawa unit kualitas unit kualitas sharp moga awet unit kirim gudang lazada bogor mesti cepat jadwal alamat tuju bogor
170,170,4,masukan saja.. klo bisa packingnya jangan asal.. dikasih buble wrap minimal.. ini cuma dipacking pakai plastik biasa.. sempet khawatir pecah.. tpi untung gk terjadi . ..,masuk packingnya kasih buble wrap minimal dipacking pakai plastik sempet khawatir pecah untung
171,171,5,nan,nan
172,172,4,pesanan sesuai dgn yg di gambar .....skrg sy lg coba smoga awet...,pesan sesuai gambar coba moga awet
173,173,2,Pengiriman tidak sesuai tanggal yang tertera,kirim sesuai tanggal tera
174,174,5,sesuai... no tipu2,sesuai nomor tipu
175,175,5,barang ok packing rapih,barang ok packing rapih
176,176,5,"Barangnya sampai dengan cepat, bagus, terimakasih lazada.",barang cepat bagus terimakasih lazada
177,177,5,"pengiriman cepat packirng rapih harga murah, free ongkir",kirim cepat packirng rapih harga murah free ongkir
178,178,5,mantapp barang nya sesuai pesanan,mantapp barang nya sesuai pesan
179,179,1,Jangan pernah beli disini..parah banget..barang belum sampe udh 2 mi ggu alesan nya gak jelas gangguan dll..,beli disiniparah bangetbarang mi ggu alesan nya ganggu lain
180,180,1,hati hati ini tv ga bisa pake USB,hati hati televisi pakai usb
181,181,3,nan,nan
182,182,5,nan,nan
183,183,5,nan,nan
184,184,5,nan,nan
185,185,5,nan,nan
186,186,5,nan,nan
187,187,5,nan,nan
188,188,5,nan,nan
189,189,5,nan,nan
190,190,5,nan,nan
191,191,5,nan,nan
192,192,5,nan,nan
193,193,5,nan,nan
194,194,5,nan,nan
195,195,5,nan,nan
196,196,5,nan,nan
197,197,5,nan,nan
198,198,5,puas,puas
199,199,4,nan,nan
200,200,4,nan,nan
201,201,4,nan,nan
202,202,4,nan,nan
203,203,4,puas,puas
204,204,5,nan,nan
205,205,4,nan,nan
206,206,4,nan,nan
207,207,4,nan,nan
208,208,4,nan,nan
209,209,5,nan,nan
210,210,5,mantap,mantap
211,211,4,mantap,mantap
212,212,4,nan,nan
213,213,5,nan,nan
214,214,5,nan,nan
215,215,5,nan,nan
216,216,1,nan,nan
217,217,3,Sangat puas dengan produknya. Terimakasih..,puas produk terimakasih
218,218,5,nan,nan
219,219,4,nan,nan
220,220,5,nan,nan
221,221,5,"Memuaskan, produk sesuai deskripsi, packing bagus, dan penerimaan produk cepat untuk saya yg berada di jkt",muas produk sesuai deskripsi packing bagus terima produk cepat jakarta
222,222,3,"Kenapa chargernya tidak lengkap....?? G bisa langsung dipakai buat charger..., kita harus nyari dan beli lagi sambungan buat chargernya.., tolong d bantu",chargernya lengkap langsung pakai charger nyari beli sambung chargernya tolong d bantu
223,223,1,Ini spek ram.nya 2GB atau 4GB,spek ram gb gb
224,224,1,"GAN SAYA SARANKAN UNTUK LEBIH BERHATI-HATI DALAM MEMBELI, FLASHDISK YANG DIKIRIM KE SAYA ADALAH FLASHDISK REKONDISI (DAUR ULANG BEKAS).  JANGAN TERTIPU OLEH HARGA. MAS DOSA MAS BOHONG. DI FLASHDISKNYA ADA TULISAN NAMA ""ARYO"" YANG SENGAJA DIHAPUS TP KURANG BERSIH. FILE YANG DIKIRIM KE FLASHDISK JUGA ERROR. MAKAN DUIT HARAM MAS. KENYANG TP GA BERKAH.",juragan saran berhatihati beli flashdisk kirim flashdisk rekondisi daur ulang bekas tipu harga mas dosa mas bohong flashdisknya tulis nama aryo sengaja hapus bersih file kirim flashdisk error makan duit haram mas kenyang berkah
225,225,2,"Barang cepat sampainya. Kualitas FD kurang bagus, file yang di copy sering corrupt.",barang cepat sampai kualitas fd bagus file copy corrupt
226,226,1,Palsu,palsu
227,227,5,nan,nan
228,228,5,VERY GOOD,very good
229,229,1,"korup terus klo di copy ke fd,mengecewakan",korup copy fdmengecewakan
230,230,5,nan,nan
231,231,5,"hardisknya keren, pelindungnya kokoh , udah ada aplikasi transcend elitenya di dalam untuk enkripsi thanks seller and lazada",hardisknya keren lindung kokoh aplikasi transcend elite enkripsi terimakasih jual and lazada
232,232,4,"Sampainya agak lama tapi puas, packing rapi dan pas dateng warnanya biru seneng banget gan hehe. Top deh semoga awet barangnya",sampai puas packing rapi pas warna biru senang banget juragan hehe top deh moga awet barang
233,233,5,"Trims Lazada & reseller, , barang sdh saya terima senin siang, penigiriman sesuai dengan yg di informasikan.",trims lazada reseller barang terima senin siang penigiriman sesuai informasi
234,234,5,sesuai spek yg saya mau.. jd oke lah,sesuai spek oke
235,235,5,barangnya bagus.  rapi tidak mengecewakan.  akan tetapi bagus kalau ada Bonus pouch nya.  hehhe,barang bagus rapi kecewa bagus bonus pouch nya hehhe
236,236,5,"barang udah sampe gunn,, masih segell dari pabriknya,, mangstabb,,",barang gunn segell pabrik mangstabb
237,237,5,barang tlah diterima kondisi baik,barang terima kondisi
238,238,5,nan,nan
239,239,5,mantap,mantap
240,240,5,nan,nan
241,241,5,nan,nan
242,242,4,nan,nan
243,243,5,nan,nan
244,244,5,"Barang sesuai deskripsi,penjual ramah,respon cepat..",barang sesuai deskripsipenjual ramahrespon cepat
245,245,5,"Packaging rapi, flashdiksnya ORI, kapasitasnya sesuai dengan detail produk yang dicantumkan dan foto dengan barangnya sesuai + barangnya datang sesuai tepat waktu. Makasih ya.. 😘",packaging rapi flashdiksnya original kapasitas sesuai detail produk cantum foto barang sesuai barang sesuai terimakasih ya
246,246,5,"flashdisknya sudah diterima dengan baik. kapasitas total 58,544,586,752 bytes dengan FAT32. menjadi 62,885,724,160 bytes kalau diformat dengan exFAT. write speed 10MB/s dan read 30 MB/s dengan port USB 2.0, belum dicoba dengan port usb 3.0.",flashdisknya terima kapasitas total bytes fat bytes format exfat write speed mbs read mbs port usb coba port usb
247,247,5,"Terima kasih, barang bagus dan respon penjual sgt baik.",terima kasih barang bagus respon jual
248,248,5,"Barang sudah diterima dgn baik. Packing rapih. Tp isinya cuma 58GB. Selebihnya, oke",barang terima packing rapih isi gb lebih oke
249,249,5,pas cocok buat anda semua. bgus. sesuai deskripsi.,pas cocok bgus sesuai deskripsi
250,250,5,nan,nan
251,251,4,nan,nan
252,252,5,nan,nan
253,253,5,nan,nan
254,254,5,nan,nan
255,255,5,nan,nan
256,256,5,nan,nan
257,257,5,nan,nan
258,258,5,PUAS,puas
259,259,5,nan,nan
260,260,5,"flashdisk 64gb casing metal, baguss",flashdisk gb casing metal baguss
261,261,5,nan,nan
262,262,5,nan,nan
263,263,5,Sesuai deskripsi,sesuai deskripsi
264,264,5,"barang dah sampai, makasih",barang terimakasih
265,265,5,mantap barang gak minus sama sekali,mantap barang minus
266,266,5,"pengiriman cepat, packing cukup bagus",kirim cepat packing bagus
267,267,5,Biarkan bintang yang berbicara ... 👌👍,biar bintang bicara
268,268,5,"Barangnya ok, cepat sampai",barang ok cepat
269,269,5,"Pengirimannya cepat, produk baik",kirim cepat produk
270,270,5,Barang  sesuai dengan deskripsi dan berfungsi baik.,barang sesuai deskripsi fungsi
271,271,5,"sampai cepat, barang sesuai.",cepat barang sesuai
272,272,4,dikirim hari berikutnya dan barang mulus,kirim barang mulus
273,273,5,nan,nan
274,274,5,nan,nan
275,275,5,nan,nan
276,276,5,nan,nan
277,277,5,nan,nan
278,278,5,nan,nan
279,279,5,nan,nan
280,280,5,nan,nan
281,281,5,nan,nan
282,282,5,nan,nan
283,283,5,nan,nan
284,284,5,oke,oke
285,285,5,nan,nan
286,286,4,baik,
287,287,5,nan,nan
288,288,5,nan,nan
289,289,5,nan,nan
290,290,2,ram 8gb atau 4gb?,ram gb gb
291,291,5,"TV LED dengan pilihan input yang lengkap (HDMI, DV, VGA). Kami beli untuk keperluan kantor yang penggunaannya bisa multi-source. Panasonic satu-satunya merk yang menyediakan fasilitas ini (sepanjang pengetahuan kami). Kualitas gambar juga bagus, dengan bezel tipis yang memberikan kesan ""lega"" ... extra bracket memudahkan pemasangan di dinding. Bravo Panasonic!",televisi led pilih input lengkap hdmi dv vga beli perlu kantor guna multisource panasonic satusatunya merk sedia fasilitas tahu kualitas gambar bagus bezel tipis kesan lega extra bracket mudah pasang dinding bravo panasonic
292,292,5,nan,nan
293,293,5,Cuma butuh waktu 12 jam unit tiba.. thks,butuh jam unit thks
294,294,1,Mau cicilan gmn caranya6,cicil
295,295,3,Nyicil dengan cara mudah prosesnya susah nggak,nyicil mudah proses susah
296,296,5,Pokonya puas..,poko puas
297,297,5,"Puas bgt pengiriman sesuai jadwal, barang bagus, packing rapih buat maen game enak bgt hihii, murah lagi, tenkyu lazada",puas banget kirim sesuai jadwal barang bagus packing rapih main game enak banget hihii murah terimakasih lazada
298,298,3,Saya igin pesan tapi packingnya kalo bisa harus rapih dan aman jadi barang terlindungi. Untuk saat ini bintang 3 nanti kalo barangnya udah diterima dan bagis jadi 5 bintang,igin pesan packingnya rapih aman barang lindung bintang barang terima bagis bintang
299,299,4,nan,nan
300,300,3,"Saya kurang yakin produk ini genuine karena hologramnya pun tidak ada dan kartu garansinya pun tidak ada..hanya keterangan saja di dusnya bahwa barang ini Original Resmi Indonesia Bergaransi ..dengan diberi nomor telpon Service Centernya.... Memory yang tersedia ternyata juga tidak sampai 2 TB tetapi 1.81 TB  selisih 0.19 TB ...besar banget selisihnya..tidak mungkin juga terpakai untuk sistemnya sampai begitu banyak...tapi tidak begitu masalah...  Eksternal hardisk ini bekerja bagus, cepat dan  Hadiah hardcase cukup bagus  untuk melindungi barang  ini dari debu dan benturan. Sayangnya saat di registrasi ke Official Webnya WD ternyata Identification Numbernya tidak dikenal..tidak valid...alias barang ini bukan asli..alias KW.. Seller responsif sayangnya tidak memberitahu asli tidaknya barang ini. Pengiriman terhitung cepat..dalam 2 hari barang sudah di tangan.. Mudah2an saja barang ini awet wslaupun tdk original",produk genuine hologram kartu garansi adahanya terang dus barang original resmi indonesia garansi nomor telepon servis centernya memory sedia tb tb selisih tb banget selisihnyatidak pakai sistem banyaktapi eksternal hardisk bagus cepat hadiah hardcase bagus lindung barang debu bentur sayang registrasi official webnya wd identification numbernya dikenaltidak validalias barang aslialias kau jual responsif sayang memberitahu asli tidak barang kirim hitung cepatdalam barang tangan mudah barang awet wslaupun original
301,301,3,barang bagus peking rapih. gua rekomendasikan banget lah klo barangnya.cma sayang pengiriman lama kaya ampas jne dioper sana sini barang gua ga ga muncul2 harus di komplen dlu cs ny kali baru ngerti. mending buat pengiriman lain deh lbi bgus,barang bagus peking rapih rekomendasi banget barangnyacma sayang kirim kaya ampas jne oper barang muncul komplen cs ny kali ngerti mending kirim deh lbi bgus
302,302,5,"Mantab, speed konsisten, total size asli 1.81gb, pas. Sejauh ini masih normal digunakan. Nice job seller n Lazada 👍🏻",mantap speed konsisten total size asli gb pas normal nice job jual n lazada
303,303,1,"barang belum terima....pihak lazada bilang sidah diterima. cek di JNE lhoksukon aceh utara barang tidak ada...ada masalah, petigasnya tdk ramah, dan tdk ada solusk. mana yg benar. email ke CS JNE sama CS Lazada tdk ada reapon. bagaimana nasih barang saya harga 1 jt an",barang terimapihak lazada bilang sidah terima cek jne lhoksukon aceh utara barang adaada tigas ramah solusk email cs jne cs lazada reapon nasih barang harga jt an
304,304,5,Smuanya mntap..,smuanya mantap
305,305,5,"pengiriman cepat, hr ini kirin lusa udh terima. packing rapi pake bubble jg. kwalitas product oke. Tq.",kirim cepat kirin lusa terima packing rapi pakai bubble kwalitas produk oke terimakasih
306,306,5,nan,nan
307,307,5,Saya rekomendasikan beli disini,rekomendasi beli
308,308,5,nan,nan
309,309,5,sudah sampaiii,sampaiii
310,310,5,"warna sesuai pesanan, spek persis, ok dah",warna sesuai pesan spek persis ok
311,311,4,"thanks, respon cepat Hdd Ext 2TB sampai sesuai pesanan.",terimakasih respon cepat hdd ext tb sesuai pesan
312,312,5,"Original, Packing rapi.",original packing rapi
313,313,5,Barang good condition and delivery ok,barang good kondisi and delivery ok
314,314,1,nan,nan
315,315,5,nan,nan
316,316,5,nan,nan
317,317,5,nan,nan
318,318,5,mantap,mantap
319,319,5,nan,nan
320,320,5,nan,nan
321,321,5,nan,nan
322,322,5,nan,nan
323,323,5,nan,nan
324,324,5,nan,nan
325,325,5,nan,nan
326,326,5,barang oke,barang oke
327,327,5,nan,nan
328,328,5,nan,nan
329,329,5,nan,nan
330,330,5,nan,nan
331,331,4,nan,nan
332,332,5,nan,nan
333,333,5,nan,nan
334,334,5,nan,nan
335,335,5,nan,nan
336,336,5,nan,nan
337,337,5,nan,nan
338,338,5,nan,nan
339,339,5,nan,nan
340,340,4,"Foto produk sesuai dengan asli. Warna birunya bagus. Saya pesan, dan bayar produk ini pada tanggal 21 Oktober 2018, dan produk ini datang pada tanggal 23 Oktober 2018 dalam kondisi baik, dan berfungsi untuk Macbook Pro saya meskipun saya harus format dahulu. Saya mendapat bonus poket untuk external HDD saya ini. Mudah-mudahan produk ini awet. Terima kasih Lazada.",foto produk sesuai asli warna biru bagus pesan bayar produk tanggal oktober produk tanggal oktober kondisi fungsi macbook pro format bonus poket external hdd mudahmudahan produk awet terima kasih lazada
341,341,5,"Packing rapi dan pengiriman tepat waktu. Sejauh ini berfungsi dengan baik, harapannya semoga awet ni barang🙏",packing rapi kirim fungsi harap moga awet ni barang
342,342,5,"Barangnya bagus, kecil/compaq, dan packing baik",barang bagus kecilcompaq packing
343,343,5,good Product with reasonable Price,good produk with reasonable harga
344,344,5,nan,nan
345,345,5,nan,nan
346,346,5,nan,nan
347,347,5,nan,nan
348,348,5,nan,nan
349,349,5,nan,nan
350,350,5,nan,nan
351,351,5,nan,nan
352,352,5,nan,nan
353,353,4,nan,nan
354,354,5,nan,nan
355,355,5,nan,nan
356,356,5,nan,nan
357,357,5,nan,nan
358,358,5,nan,nan
359,359,5,nan,nan
360,360,5,nan,nan
361,361,5,nan,nan
362,362,5,nan,nan
363,363,5,"Packing Rapi, kualitas oke, fitur2 persis seperti deskripsi, desain keren... cuma yg kurang puas di segi kecepatan transfer hanya mentok di 9-10 Mb/s",packing rapi kualitas oke fitur persis deskripsi desain keren puas segi cepat transfer mentok mbs
364,364,1,"Gmn nih lazada saya liat iklannya flashdisk tapi yg dikirim koq malah flashdrive,,,,mohon penjelasannya,,barang sdh saya buka.....saya br x ini kecewa",nih lazada lihat iklan flashdisk kirim koq flashdrivemohon penjelasannyabarang bukasaya br x kecewa
365,365,5,"Smua yang di ulasan bener smua apa mreka kata, kapasitas terbaca 29.5GB karena terpakai sistem, pengiriman lebih cepat dari extimasi",ulas bener kapasitas baca gb pakai sistem kirim cepat extimasi
366,366,5,"barang sdh diterima, pengirimannya cepat, data yg terbaca 29.1GB (iya karena space 32GB tdk terbaca 32GB full) terima kasih atas fast responnya, n barangnya ori.",barang terima kirim cepat data baca gb iya space gb baca gb full terima kasih fast responnya n barang original
367,367,5,"Pengiriman cepet  , tapi tranfer failnya lemot",kirim cepat tranfer fail lot
368,368,4,flashdisknya bagus tapi jatoh sama teman akhirnya rusak untuk mengeluarkan nya,flashdisknya bagus jatuh teman rusak keluar nya
369,369,5,"Cepet sampai, barang asli, bagus lah. Thanks LAZADA",cepat barang asli bagus terimakasih lazada
370,370,5,BARANG CEPAT CUMA 2 HARI GARANSI RESMI MANTABB,barang cepat garansi resmi mantabb
371,371,4,"Cepet sampai 1 hari udah sampai,, barang bagus gk cepet panas walau di pake lama,, pokoknya mantab",cepat barang bagus cepat panas pakai pokok mantap
372,372,5,Bagus. Packing rapi. Modelnya aku suka. Thanks lazada!,bagus packing rapi model suka terimakasih lazada
373,373,5,"Barang bagus, pertahankan",barang bagus tahan
374,374,4,"Barangnya sudah saya terima , kondisi sangat baik  Trimakasih Lazada",barang terima kondisi trimakasih lazada
375,375,4,Produk oke dan Original by Datascrip tapi sayang kapasitas bersihnya 29GB,produk oke original by datascrip sayang kapasitas bersih gb
